,Comment ID,Trust,Respondent ID,Date,Service type 1,Service type 2,FFT categorical answer,FFT question,FFT answer
1082,NHFT 448 - Q1,NHFT,NHFT 448,19/08/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,Nothing.
3809,NEAS S&C 2301 - Q2,NEAS,NEAS S&C 2301,10/08/2021,See and Convey,,1,How could we improve?,Nothing. I even had a call back from handler to check ok whilst ambulance on way 
7672,NEAS PTS 1921 - Q2,NEAS,NEAS PTS 1921,30/09/2022,PTS  - Patient Transport,,1,How could we improve?,The drivers were really lovely which you need when you feel anxious.
2596,NHFT 973 - Q2,NHFT,NHFT 973,02/11/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,You were very kind and considerate about everything. There were no bad or difficult things you did OK.  All you continued to be very thoughtful at all times. 
5360,NHFT 550 - Q1,NHFT,NHFT 550,13/09/2021,Forensic,Low secure and CFS,2,What could we do better?,Not sure. 
3641,NEAS PTS 1512 - Q2,NEAS,NEAS PTS 1512,31/05/2022,PTS  - Patient Transport,,2,How could we improve?,It would have been very good. It was running late so I was late.
4198,NEAS S&C 5616 - Q2,NEAS,NEAS S&C 5616,7/27/2022,See and Convey,,1,How could we improve?,Nothing at all.
718,NEAS S&C 4247 - Q2,NEAS,NEAS S&C 4247,19/04/2022,See and Convey,,3,How could we improve?,Better updates on expected timescales seems to go from being an age away to within the next ten minutes 
6753,NHFT 50 - Q1,NHFT,NHFT 50,07/06/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,Nothing 
758,NEAS S&C 4587 - Q2,NEAS,NEAS S&C 4587,17/05/2022,See and Convey,,1,How could we improve?,Everything was perfect 
3403,NEAS PTS 792 - Q2,NEAS,NEAS PTS 792,30/11/2021,PTS  - Patient Transport,,1,How could we improve?,"Crew are wonderful, helpful."
4601,NEAS PTS 1441 - Q1,NEAS,NEAS PTS 1441,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing at all.
3114,NEAS 111 2041 - Q1,NEAS,NEAS 111 2041,17/05/2022,111,,4,FFT Why?,Informed me I could have gone and waited at a walk in centre to be seen by a doctor in the first place.Don't inform people you will respond within 6 hours if it is going to be longer than 6 hours
2589,NHFT 955 - Q1,NHFT,NHFT 955,29/10/2021,Local partnerships- MH,Adult mental health,5,What could we do better?,I never felt listened to by my nurse. She just spoke at me and didn't listen to what I needed or wanted. I wouldn't use this service again. Don't feel like it helped me at all. Feel like my GP listens more and gives more support in a 10 minute appointment than this team ever did over several weeks.
2928,NEAS 111 1355 - Q2,NEAS,NEAS 111 1355,10/12/2021,111,,4,How could we improve?,Waited 1.30 to get through to operator. 
1878,NHFT 1614 - Q1,NHFT,NHFT 1614,18/04/2022,Forensic,Wathwood,3,What could we do better?,"Pay attention to staff behaviour, hire some better staff. "
232,NEAS PTS 1230 - Q1,NEAS,NEAS PTS 1230,31/03/2022,PTS  - Patient Transport,,1,FFT Why?,None - unless you had more staff that would reduce the waiting!
257,NEAS PTS 1305 - Q1,NEAS,NEAS PTS 1305,30/04/2022,PTS  - Patient Transport,,1,FFT Why?,Everything is good.
5213,NHFT 1633 - Q1,NHFT,NHFT 1633,09/05/2022,Local partnerships- MH,Mental health services for older people,2,What could we do better?,Nothing
2450,NHFT 295 - Q1,NHFT,NHFT 295,27/07/2021,Forensic,Offender health,1,What could we do better?,Nothing. 
3711,NEAS PTS 1722 - Q2,NEAS,NEAS PTS 1722,31/07/2022,PTS  - Patient Transport,,1,How could we improve?,Very helpful and kind.
3063,NEAS 111 1854 - Q1,NEAS,NEAS 111 1854,08/04/2022,111,,1,FFT Why?,Nothing you did everything you could 
2101,NEAS 111 1740 - Q1,NEAS,NEAS 111 1740,25/03/2022,111,,1,FFT Why?,"Nothing to add on this occasion, very grateful to have access to this service as sometimes it is impossible to get a GP appointment and it’s very confusing which service to use. Perhaps it’s difficult to do, but would be good if through your systems you would have the authority to make appointments and referrals - not sure to what extent it’s already possible, but that would enhance the service."
4095,NEAS S&C 4741 - Q1,NEAS,NEAS S&C 4741,5/31/2022,See and Convey,,1,FFT Why?,Fast efficient service.
7334,NEAS PTS 892 - Q2,NEAS,NEAS PTS 892,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,The transport was very good and the service to!
558,NEAS S&C 2879 - Q1,NEAS,NEAS S&C 2879,10/12/2021,See and Convey,,1,FFT Why?,Very prompt & professional 
4610,NEAS PTS 1468 - Q1,NEAS,NEAS PTS 1468,31/05/2022,PTS  - Patient Transport,,1,FFT Why?,"I go to Corbridge Eye Hospital but cannot get transport. I am 88 years old, and I go to Hexham Hospital a lot and cannot get transport."
7832,NEAS S&C 4226 - Q1,NEAS,NEAS S&C 4226,19/04/2022,See and Convey,,1,FFT Why?,"Efficient, kept updated about delay of ambulance, clear instructions."
5512,NHFT 1181 - Q2,NHFT,NHFT 1181,28/01/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,"The care and kindness I was shown by everyone especially the OT Lisa, who gave me such great support. "
2492,NHFT 507 - Q2,NHFT,NHFT 507,08/09/2021,Forensic,Offender health,2,What was good?,Got to see the health care quit quick. 
3057,NEAS 111 1832 - Q1,NEAS,NEAS 111 1832,07/04/2022,111,,3,FFT Why?,You need to remove or speed up the automated voice message at the start.  There’s way too much of a wait time before you actually get to be put on hold.  
4429,NEAS PTS 925 - Q1,NEAS,NEAS PTS 925,31/01/2022,PTS  - Patient Transport,,2,FFT Why?,Improve on return. Journey pick up times.
4012,NEAS S&C 4035 - Q2,NEAS,NEAS S&C 4035,04/08/2022,See and Convey,,1,How could we improve?,Nothing 
3926,NEAS S&C 3296 - Q1,NEAS,NEAS S&C 3296,1/31/2022,See and Convey,,1,FFT Why?,Use…..
6377,NEAS S&C 3883 - Q1,NEAS,NEAS S&C 3883,31/03/2022,See and Convey,,1,FFT Why?,The ambulance crew were very kind and thoughtful to me.
4841,NHFT 407 - Q1,NHFT,NHFT 407,22/07/2021,Local partnerships- MH,Mental health services for older people,1,What could we do better?,Nothing all the team work hard.
2687,NHFT 1938 - Q1,NHFT,NHFT 1938,01/02/2022,Local partnerships- MH,Adult mental health,7,What could we do better?,"Few relations write a [word unreadable], none write individual.  I get the feeling that still as it overshadow by absolute of fear. Was a individual taken experience a [word unreadable] as sexual assault, I believe that more support needs to believe the stigma."
2877,NEAS 111 1168 - Q2,NEAS,NEAS 111 1168,01/11/2021,111,,4,How could we improve?,Sitting on hold for nearly 2 hours is not right 
2331,NEAS 111 2594 - Q2,NEAS,NEAS 111 2594,31/08/2022,111,,3,How could we improve?,1 plus hour wait before we could speak to anyone.
2283,NEAS 111 2418 - Q2,NEAS,NEAS 111 2418,31/07/2022,111,,1,How could we improve?,"Doctor rang back in 30 minutes got hospital booking straight away. Before 111 had been to RVI, got chased."
5701,NEAS 111 1018 - Q2,NEAS,NEAS 111 1018,03/10/2021,111,,1,How could we improve?,Very helpful 
653,NEAS S&C 3695 - Q1,NEAS,NEAS S&C 3695,09/03/2022,See and Convey,,2,FFT Why?,Call handlers were efficient yet empathetic 
2625,NHFT 1082 - Q1,NHFT,NHFT 1082,23/12/2021,Local partnerships- MH,CAMHS,1,What could we do better?,Nothing 
2532,NHFT 667 - Q1,NHFT,NHFT 667,23/09/2021,Local partnerships- MH,Mental health services for older people,7,What could we do better?,"It would have been useful to know who was scheduled each day in advance, as I could have managed mum's expectations better but I appreciate this is difficult when you're providing emergency cover.  It it's at all possible though I think that would help others. "
3441,NEAS PTS 909 - Q2,NEAS,NEAS PTS 909,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,Without patient transport I could not get to hospital.
7420,NEAS PTS 1159 - Q2,NEAS,NEAS PTS 1159,28/02/2022,PTS  - Patient Transport,,1,How could we improve?,Very friendly and efficient staff.
5042,NHFT 1136 - Q2,NHFT,NHFT 1136,30/12/2021,Forensic,Arnold lodge,2,What was good?,"Psychology sessions.
Gym
Can be independent/empowerment. "
818,NEAS S&C 5097 - Q2,NEAS,NEAS S&C 5097,21/06/2022,See and Convey,,1,How could we improve?,I don’t think I can think of anything that could of made the experience better for me. 
6754,NHFT 50 - Q2,NHFT,NHFT 50,07/06/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,"The ward is brilliant, staff were very good and helpful. They were very good at me seeing my family and getting me off the ward. I felt great when I was off the ward."
3508,NEAS PTS 1110 - Q2,NEAS,NEAS PTS 1110,28/02/2022,PTS  - Patient Transport,,1,How could we improve?,Because there were very helpful and very kind.
807,NEAS S&C 5004 - Q1,NEAS,NEAS S&C 5004,14/06/2022,See and Convey,,1,FFT Why?,The staff on the phone to the crew that arrived were polite and helpful the were quick and efficient 
6423,NEAS S&C 4274 - Q1,NEAS,NEAS S&C 4274,26/04/2022,See and Convey,,1,FFT Why?,"Courteous, kind and reassuring "
4019,NEAS S&C 4095 - Q1,NEAS,NEAS S&C 4095,04/12/2022,See and Convey,,1,FFT Why?,"Rang 999 and ambulance was here in 10 mins, both times.Excellent staff. Very good at their jobs. Could not fault at all "
7069,NHFT 1949 - Q2,NHFT,NHFT 1949,01/02/2022,Local partnerships- MH,Adult mental health,7,What was good?,Much empathy has arisen since COVID.  Care workers are much more friendly. Patience very much is a virtue that many people; patients and staff need to pursue daily.  Virtues are cherished.
5148,NHFT 1391 - Q1,NHFT,NHFT 1391,22/03/2022,Community health services,South Notts,2,What could we do better?,"more care
more staff"
2644,NHFT 1144 - Q2,NHFT,NHFT 1144,20/01/2022,Local partnerships- MH,Mental health services for older people,1,What was good?,"Excellent, all of it. "
3462,NEAS PTS 972 - Q2,NEAS,NEAS PTS 972,31/01/2022,PTS  - Patient Transport,,2,How could we improve?,They are very reliable also drivers are always nice.
469,NEAS PTS 1953 - Q1,NEAS,NEAS PTS 1953,30/09/2022,PTS  - Patient Transport,,1,FFT Why?,Keep the same.
7709,NEAS 111 1561 - Q2,NEAS,NEAS 111 1561,31/01/2022,111,,3,How could we improve?,"I called regarding my son having difficulty swallowing /shortness of breathe to be told to contact my pharmacist because they couldn’t help. In which I done and then they told me they couldn’t help either. This resulted in my son needing an ambulance, a n"
660,NEAS S&C 3754 - Q2,NEAS,NEAS S&C 3754,18/03/2022,See and Convey,,1,How could we improve?,"Nothing, 100% happy and grateful at the care my mam was given."
1913,NEAS 111 1039 - Q3,NEAS,NEAS 111 1039,07/10/2021,111,,3,"Please describe any things about the 111 service that
you were particularly satisfied and/or dissatisfied with",I should have been referred to a doctor not paramedic - as it was fine to take my medication I had forgotten about. I realized at 3 am I had not taken 10 pm medication and advised not to take them.
7766,NEAS 111 892 - Q1,NEAS,NEAS 111 892,10/09/2021,111,,5,FFT Why?,"How long have you got, I am a quality assurance manager, I could speak all day about processes relating to training, competence, system measuring and monitoring.Short term, get some better advisors and interview them better! "
7784,NEAS 111 1648 - Q1,NEAS,NEAS 111 1648,28/02/2022,111,,3,FFT Why?,Problems obviously due to system overload so difficult to rectify without more staff.
6169,NEAS 111 2749 - Q1,NEAS,NEAS 111 2749,30/09/2022,111,,1,FFT Why?,In our case nothing.
3593,NEAS PTS 1368 - Q2,NEAS,NEAS PTS 1368,31/05/2022,PTS  - Patient Transport,,1,How could we improve?,I was so pleased with it. The paramedics were so kind and helpful. I felt I had been on a lovely day out. Very good.
1392,NHFT 1523 - Q1,NHFT,NHFT 1523,06/04/2022,Community health services,Specialist Services and CYP,1,What could we do better?,There is nothing that I think they could have done better. 
6322,NEAS S&C 3415 - Q2,NEAS,NEAS S&C 3415,12/02/2022,See and Convey,,5,How could we improve?,"This was an emergency event that had potential life changing implications if left too long. I am well aware of the huge pressure that the NHS is under at the moment and this is no reflection on ‘coal face workers’ at all. The incident happened in relatively close proximity to three hospitals and the fire brigade were in attendance almost for the full duration of this incident. They were at least able to raise me onto a spinal board and provide a survival blanket,oxygen etc but no pain relief capability. If Entinox had been available it may of been possible for them to move me if not to hospital then a place of safety. It is nearing 8 weeks since the accident, wounds etc have healed and I am hoping full function of my toes may return in due course but reflection of this event, which happens regularly does. not fill me with confidence in your triage system."
1577,NHFT 769 - Q1,NHFT,NHFT 769,14/09/2021,Community health services,Children and young people,5,What could we do better?,Attend appointments on time. Communication - at present there isnt any. Listen to issues.
1469,NHFT 96 - Q2,NHFT,NHFT 96,01/07/2021,Local partnerships- MH,Mental health services for older people,1,What was good?,"On time, clear mum immediately felt a bond. "
6184,NEAS S&C 2234 - Q1,NEAS,NEAS S&C 2234,03/10/2021,See and Convey,,1,FFT Why?,They were all helpful and made me feel at ease 
4092,NEAS S&C 4715 - Q2,NEAS,NEAS S&C 4715,5/31/2022,See and Convey,,1,How could we improve?,Nothing.
3958,NEAS S&C 3568 - Q1,NEAS,NEAS S&C 3568,03/04/2022,See and Convey,,1,FFT Why?,Very quick to respond...very kind and curious and explained what and why they were doing things.. putting my mind at rest 
2527,NHFT 779 - Q1,NHFT,NHFT 779,22/09/2021,Community health services,Mansfield and Ashfield,1,What could we do better?,Nothing.
6572,NEAS S&C 5549 - Q1,NEAS,NEAS S&C 5549,27/07/2022,See and Convey,,2,FFT Why?,The call handler was not very good but the ambulance crew was excellent. 
3859,NEAS S&C 2726 - Q2,NEAS,NEAS S&C 2726,11/30/2021,See and Convey,,1,How could we improve?,Nothing. The care I received from the ambulance service was exceptional.You all truly deserve more recognition and better pay for the job you do. 
3991,NEAS S&C 3848 - Q2,NEAS,NEAS S&C 3848,3/25/2022,See and Convey,,1,How could we improve?,Be a little quicker getting to people but I understand that things a hard at the moment 
4695,NEAS PTS 1723 - Q1,NEAS,NEAS PTS 1723,31/07/2022,PTS  - Patient Transport,,1,FFT Why?,I don’t think you could do any better.
3018,NEAS 111 1689 - Q1,NEAS,NEAS 111 1689,09/03/2022,111,,2,FFT Why?,Waiting to be answered and it is confusing everything focused on vovid
4485,NEAS PTS 1093 - Q1,NEAS,NEAS PTS 1093,28/02/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing.
6793,NHFT 177 - Q1,NHFT,NHFT 177,07/07/2021,Community health services,Specialist services,1,What could we do better?,Nothing. 
4463,NEAS PTS 1027 - Q1,NEAS,NEAS PTS 1027,28/02/2022,PTS  - Patient Transport,,1,FFT Why?,Nothing.
7355,NEAS PTS 955 - Q2,NEAS,NEAS PTS 955,31/01/2022,PTS  - Patient Transport,,1,How could we improve?,"Very punctual, and professional to take me for my operation."
3470,NEAS PTS 996 - Q2,NEAS,NEAS PTS 996,01/02/2022,PTS  - Patient Transport,,1,How could we improve?,"Everything went like clockwork. From the efficiency of the staff to the transport itself, full Mark's."
